UF,feriados,feriado,nota,data,cidade_uf,lat,lon
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Cantanhede - MA,-3.6355005,-44.3778738
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Cantanhede - MA,-3.6355005,-44.3778738
MA,25/12/2025 - Natal,Natal,,2025-12-25,Cajari - MA,-3.3190824,-45.0125266
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Cajari - MA,-3.3190824,-45.0125266
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Cajari - MA,-3.3190824,-45.0125266
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Cajari - MA,-3.3190824,-45.0125266
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Cajari - MA,-3.3190824,-45.0125266
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Cajari - MA,-3.3190824,-45.0125266
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Cajari - MA,-3.3190824,-45.0125266
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Cajari - MA,-3.3190824,-45.0125266
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Cajari - MA,-3.3190824,-45.0125266
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Cajari - MA,-3.3190824,-45.0125266
MA,25/12/2025 - Natal,Natal,,2025-12-25,Cachoeira Grande - MA,-2.8982112,-44.0572347
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Cachoeira Grande - MA,-2.8982112,-44.0572347
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Cachoeira Grande - MA,-2.8982112,-44.0572347
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Cachoeira Grande - MA,-2.8982112,-44.0572347
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Cachoeira Grande - MA,-2.8982112,-44.0572347
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Cachoeira Grande - MA,-2.8982112,-44.0572347
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Cachoeira Grande - MA,-2.8982112,-44.0572347
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Cachoeira Grande - MA,-2.8982112,-44.0572347
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Cachoeira Grande - MA,-2.8982112,-44.0572347
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Cachoeira Grande - MA,-2.8982112,-44.0572347
MA,25/12/2025 - Natal,Natal,,2025-12-25,Buritirana - MA,-5.5655877,-46.9606119
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Buritirana - MA,-5.5655877,-46.9606119
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Buritirana - MA,-5.5655877,-46.9606119
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Buritirana - MA,-5.5655877,-46.9606119
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Buritirana - MA,-5.5655877,-46.9606119
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Buritirana - MA,-5.5655877,-46.9606119
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Buritirana - MA,-5.5655877,-46.9606119
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Buritirana - MA,-5.5655877,-46.9606119
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Buritirana - MA,-5.5655877,-46.9606119
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Buritirana - MA,-5.5655877,-46.9606119
MA,25/12/2025 - Natal,Natal,,2025-12-25,Buriticupu - MA,-4.3337724,-46.4291504
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Buriticupu - MA,-4.3337724,-46.4291504
MA,10/11/2025 - Aniversário da Cidade,Aniversário da Cidade,,2025-11-10,Buriticupu - MA,-4.3337724,-46.4291504
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Buriticupu - MA,-4.3337724,-46.4291504
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Buriticupu - MA,-4.3337724,-46.4291504
MA,04/10/2025 - Feriado Municipal,Feriado Municipal,,2025-10-04,Buriticupu - MA,-4.3337724,-46.4291504
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Buriticupu - MA,-4.3337724,-46.4291504
MA,28/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-28,Buriticupu - MA,-4.3337724,-46.4291504
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Buriticupu - MA,-4.3337724,-46.4291504
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Buriticupu - MA,-4.3337724,-46.4291504
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Buriticupu - MA,-4.3337724,-46.4291504
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Buriticupu - MA,-4.3337724,-46.4291504
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Buriticupu - MA,-4.3337724,-46.4291504
MA,25/12/2025 - Natal,Natal,,2025-12-25,Buriti Bravo - MA,-5.8391884,-43.8367876
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Buriti Bravo - MA,-5.8391884,-43.8367876
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Buriti Bravo - MA,-5.8391884,-43.8367876
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Buriti Bravo - MA,-5.8391884,-43.8367876
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Buriti Bravo - MA,-5.8391884,-43.8367876
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Buriti Bravo - MA,-5.8391884,-43.8367876
MA,05/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-05,Buriti Bravo - MA,-5.8391884,-43.8367876
MA,13/06/2025 - Dia de Santo Antônio,Dia de Santo Antônio,,2025-06-13,Buriti Bravo - MA,-5.8391884,-43.8367876
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Buriti Bravo - MA,-5.8391884,-43.8367876
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Buriti Bravo - MA,-5.8391884,-43.8367876
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Buriti Bravo - MA,-5.8391884,-43.8367876
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Buriti Bravo - MA,-5.8391884,-43.8367876
MA,25/12/2025 - Natal,Natal,,2025-12-25,Buriti - MA,-3.1423516,-59.9475702
MA,12/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-12,Buriti - MA,-3.1423516,-59.9475702
MA,06/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-06,Buriti - MA,-3.1423516,-59.9475702
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Buriti - MA,-3.1423516,-59.9475702
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Buriti - MA,-3.1423516,-59.9475702
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Buriti - MA,-3.1423516,-59.9475702
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Buriti - MA,-3.1423516,-59.9475702
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Buriti - MA,-3.1423516,-59.9475702
MA,26/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-26,Buriti - MA,-3.1423516,-59.9475702
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Buriti - MA,-3.1423516,-59.9475702
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Buriti - MA,-3.1423516,-59.9475702
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Buriti - MA,-3.1423516,-59.9475702
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Buriti - MA,-3.1423516,-59.9475702
MA,25/12/2025 - Natal,Natal,,2025-12-25,Brejo de Areia - MA,-4.3316785,-45.5833334
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Brejo de Areia - MA,-4.3316785,-45.5833334
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Brejo de Areia - MA,-4.3316785,-45.5833334
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Brejo de Areia - MA,-4.3316785,-45.5833334
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Brejo de Areia - MA,-4.3316785,-45.5833334
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Brejo de Areia - MA,-4.3316785,-45.5833334
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Brejo de Areia - MA,-4.3316785,-45.5833334
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Brejo de Areia - MA,-4.3316785,-45.5833334
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Brejo de Areia - MA,-4.3316785,-45.5833334
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Brejo de Areia - MA,-4.3316785,-45.5833334
MA,25/12/2025 - Natal,Natal,,2025-12-25,Brejo - MA,-3.6716488,-42.7604057
MA,08/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-08,Brejo - MA,-3.6716488,-42.7604057
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Brejo - MA,-3.6716488,-42.7604057
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Brejo - MA,-3.6716488,-42.7604057
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Brejo - MA,-3.6716488,-42.7604057
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Brejo - MA,-3.6716488,-42.7604057
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Brejo - MA,-3.6716488,-42.7604057
MA,11/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-11,Brejo - MA,-3.6716488,-42.7604057
MA,13/06/2025 - Dia de Santo Antônio,Dia de Santo Antônio,,2025-06-13,Brejo - MA,-3.6716488,-42.7604057
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Brejo - MA,-3.6716488,-42.7604057
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Brejo - MA,-3.6716488,-42.7604057
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Brejo - MA,-3.6716488,-42.7604057
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Brejo - MA,-3.6716488,-42.7604057
MA,25/12/2025 - Natal,Natal,,2025-12-25,Bom Lugar - MA,-4.3726299,-45.0414483
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Bom Lugar - MA,-4.3726299,-45.0414483
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Bom Lugar - MA,-4.3726299,-45.0414483
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Bom Lugar - MA,-4.3726299,-45.0414483
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Bom Lugar - MA,-4.3726299,-45.0414483
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Bom Lugar - MA,-4.3726299,-45.0414483
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Bom Lugar - MA,-4.3726299,-45.0414483
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Bom Lugar - MA,-4.3726299,-45.0414483
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Bom Lugar - MA,-4.3726299,-45.0414483
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Bom Lugar - MA,-4.3726299,-45.0414483
MA,25/12/2025 - Natal,Natal,,2025-12-25,Bom Jesus das Selvas - MA,-4.4917387,-46.8508548
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Bom Jesus das Selvas - MA,-4.4917387,-46.8508548
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Bom Jesus das Selvas - MA,-4.4917387,-46.8508548
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Bom Jesus das Selvas - MA,-4.4917387,-46.8508548
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Bom Jesus das Selvas - MA,-4.4917387,-46.8508548
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Bom Jesus das Selvas - MA,-4.4917387,-46.8508548
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Bom Jesus das Selvas - MA,-4.4917387,-46.8508548
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Bom Jesus das Selvas - MA,-4.4917387,-46.8508548
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Bom Jesus das Selvas - MA,-4.4917387,-46.8508548
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Bom Jesus das Selvas - MA,-4.4917387,-46.8508548
MA,25/12/2025 - Natal,Natal,,2025-12-25,Bom Jardim - MA,-3.5538304,-45.6034332
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Bom Jardim - MA,-3.5538304,-45.6034332
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Bom Jardim - MA,-3.5538304,-45.6034332
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Bom Jardim - MA,-3.5538304,-45.6034332
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Bom Jardim - MA,-3.5538304,-45.6034332
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Bom Jardim - MA,-3.5538304,-45.6034332
MA,29/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-29,Bom Jardim - MA,-3.5538304,-45.6034332
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Bom Jardim - MA,-3.5538304,-45.6034332
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Bom Jardim - MA,-3.5538304,-45.6034332
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Bom Jardim - MA,-3.5538304,-45.6034332
MA,14/03/2025 - Feriado Municipal,Feriado Municipal,,2025-03-14,Bom Jardim - MA,-3.5538304,-45.6034332
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Bom Jardim - MA,-3.5538304,-45.6034332
MA,25/12/2025 - Natal,Natal,,2025-12-25,Boa Vista do Gurupi - MA,-1.7981168,-46.3071882
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Boa Vista do Gurupi - MA,-1.7981168,-46.3071882
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Boa Vista do Gurupi - MA,-1.7981168,-46.3071882
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Boa Vista do Gurupi - MA,-1.7981168,-46.3071882
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Boa Vista do Gurupi - MA,-1.7981168,-46.3071882
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Boa Vista do Gurupi - MA,-1.7981168,-46.3071882
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Boa Vista do Gurupi - MA,-1.7981168,-46.3071882
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Boa Vista do Gurupi - MA,-1.7981168,-46.3071882
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Boa Vista do Gurupi - MA,-1.7981168,-46.3071882
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Boa Vista do Gurupi - MA,-1.7981168,-46.3071882
MA,25/12/2025 - Natal,Natal,,2025-12-25,Bernardo do Mearim - MA,-4.6315929,-44.7617508
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Bernardo do Mearim - MA,-4.6315929,-44.7617508
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Bernardo do Mearim - MA,-4.6315929,-44.7617508
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Bernardo do Mearim - MA,-4.6315929,-44.7617508
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Bernardo do Mearim - MA,-4.6315929,-44.7617508
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Bernardo do Mearim - MA,-4.6315929,-44.7617508
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Bernardo do Mearim - MA,-4.6315929,-44.7617508
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Bernardo do Mearim - MA,-4.6315929,-44.7617508
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Bernardo do Mearim - MA,-4.6315929,-44.7617508
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Bernardo do Mearim - MA,-4.6315929,-44.7617508
MA,25/12/2025 - Natal,Natal,,2025-12-25,Benedito Leite - MA,-7.2173453,-44.5523331
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Benedito Leite - MA,-7.2173453,-44.5523331
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Benedito Leite - MA,-7.2173453,-44.5523331
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Benedito Leite - MA,-7.2173453,-44.5523331
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Benedito Leite - MA,-7.2173453,-44.5523331
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Benedito Leite - MA,-7.2173453,-44.5523331
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Benedito Leite - MA,-7.2173453,-44.5523331
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Benedito Leite - MA,-7.2173453,-44.5523331
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Benedito Leite - MA,-7.2173453,-44.5523331
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Benedito Leite - MA,-7.2173453,-44.5523331
MA,25/12/2025 - Natal,Natal,,2025-12-25,Cedral - MA,-2.000269,-44.528114
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Cedral - MA,-2.000269,-44.528114
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Cedral - MA,-2.000269,-44.528114
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Cedral - MA,-2.000269,-44.528114
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Cedral - MA,-2.000269,-44.528114
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Cedral - MA,-2.000269,-44.528114
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Cedral - MA,-2.000269,-44.528114
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Cedral - MA,-2.000269,-44.528114
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Cedral - MA,-2.000269,-44.528114
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Cedral - MA,-2.000269,-44.528114
MA,25/12/2025 - Natal,Natal,,2025-12-25,Centro do Guilherme - MA,-2.4447996,-46.0345576
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Centro do Guilherme - MA,-2.4447996,-46.0345576
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Centro do Guilherme - MA,-2.4447996,-46.0345576
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Centro do Guilherme - MA,-2.4447996,-46.0345576
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Centro do Guilherme - MA,-2.4447996,-46.0345576
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Centro do Guilherme - MA,-2.4447996,-46.0345576
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Centro do Guilherme - MA,-2.4447996,-46.0345576
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Centro do Guilherme - MA,-2.4447996,-46.0345576
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Centro do Guilherme - MA,-2.4447996,-46.0345576
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Centro do Guilherme - MA,-2.4447996,-46.0345576
MA,25/12/2025 - Natal,Natal,,2025-12-25,Governador Archer - MA,-5.023562,-44.2709924
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Governador Archer - MA,-5.023562,-44.2709924
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Governador Archer - MA,-5.023562,-44.2709924
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Governador Archer - MA,-5.023562,-44.2709924
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Governador Archer - MA,-5.023562,-44.2709924
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Governador Archer - MA,-5.023562,-44.2709924
MA,29/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-29,Governador Archer - MA,-5.023562,-44.2709924
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Governador Archer - MA,-5.023562,-44.2709924
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Governador Archer - MA,-5.023562,-44.2709924
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Governador Archer - MA,-5.023562,-44.2709924
MA,20/01/2025 - Feriado Municipal,Feriado Municipal,,2025-01-20,Governador Archer - MA,-5.023562,-44.2709924
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Governador Archer - MA,-5.023562,-44.2709924
MA,25/12/2025 - Natal,Natal,,2025-12-25,Godofredo Viana - MA,-1.4147105,-45.7713182
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Godofredo Viana - MA,-1.4147105,-45.7713182
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Godofredo Viana - MA,-1.4147105,-45.7713182
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Godofredo Viana - MA,-1.4147105,-45.7713182
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Godofredo Viana - MA,-1.4147105,-45.7713182
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Godofredo Viana - MA,-1.4147105,-45.7713182
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Godofredo Viana - MA,-1.4147105,-45.7713182
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Godofredo Viana - MA,-1.4147105,-45.7713182
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Godofredo Viana - MA,-1.4147105,-45.7713182
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Godofredo Viana - MA,-1.4147105,-45.7713182
MA,25/12/2025 - Natal,Natal,,2025-12-25,Fortuna - MA,-5.7331469,-44.154276
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Fortuna - MA,-5.7331469,-44.154276
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Fortuna - MA,-5.7331469,-44.154276
