UF,feriados,feriado,nota,data,cidade_uf,lat,lon
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Satubinha - MA,-4.037456,-45.238266
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Satubinha - MA,-4.037456,-45.238266
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Satubinha - MA,-4.037456,-45.238266
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Satubinha - MA,-4.037456,-45.238266
MA,25/12/2025 - Natal,Natal,,2025-12-25,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,10/11/2025 - Feriado Municipal,Feriado Municipal,,2025-11-10,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,12/09/2025 - Feriado Municipal,Feriado Municipal,,2025-09-12,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,31/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-31,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Senador Alexandre Costa - MA,-5.2597445,-44.0542395
MA,25/12/2025 - Natal,Natal,,2025-12-25,Senador La Rocque - MA,-5.4444319,-47.2921001
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Senador La Rocque - MA,-5.4444319,-47.2921001
MA,10/11/2025 - Feriado Municipal,Feriado Municipal,,2025-11-10,Senador La Rocque - MA,-5.4444319,-47.2921001
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Senador La Rocque - MA,-5.4444319,-47.2921001
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Senador La Rocque - MA,-5.4444319,-47.2921001
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Senador La Rocque - MA,-5.4444319,-47.2921001
MA,15/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-15,Senador La Rocque - MA,-5.4444319,-47.2921001
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Senador La Rocque - MA,-5.4444319,-47.2921001
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Senador La Rocque - MA,-5.4444319,-47.2921001
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Senador La Rocque - MA,-5.4444319,-47.2921001
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Senador La Rocque - MA,-5.4444319,-47.2921001
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Senador La Rocque - MA,-5.4444319,-47.2921001
MA,25/12/2025 - Natal,Natal,,2025-12-25,Sucupira do Norte - MA,-6.478392,-44.191889
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Sucupira do Norte - MA,-6.478392,-44.191889
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Sucupira do Norte - MA,-6.478392,-44.191889
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Sucupira do Norte - MA,-6.478392,-44.191889
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Sucupira do Norte - MA,-6.478392,-44.191889
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Sucupira do Norte - MA,-6.478392,-44.191889
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Sucupira do Norte - MA,-6.478392,-44.191889
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Sucupira do Norte - MA,-6.478392,-44.191889
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Sucupira do Norte - MA,-6.478392,-44.191889
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Sucupira do Norte - MA,-6.478392,-44.191889
MA,25/12/2025 - Natal,Natal,,2025-12-25,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,19/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-19,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,08/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-08,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,16/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-16,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Tasso Fragoso - MA,-8.4729347,-45.7461798
MA,25/12/2025 - Natal,Natal,,2025-12-25,Timbiras - MA,-4.2561849,-43.9382067
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Timbiras - MA,-4.2561849,-43.9382067
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Timbiras - MA,-4.2561849,-43.9382067
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Timbiras - MA,-4.2561849,-43.9382067
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Timbiras - MA,-4.2561849,-43.9382067
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Timbiras - MA,-4.2561849,-43.9382067
MA,22/05/2025 - Feriado Municipal,Feriado Municipal,,2025-05-22,Timbiras - MA,-4.2561849,-43.9382067
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Timbiras - MA,-4.2561849,-43.9382067
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Timbiras - MA,-4.2561849,-43.9382067
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Timbiras - MA,-4.2561849,-43.9382067
MA,05/04/2025 - Feriado Municipal,Feriado Municipal,,2025-04-05,Timbiras - MA,-4.2561849,-43.9382067
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Timbiras - MA,-4.2561849,-43.9382067
MA,25/12/2025 - Natal,Natal,,2025-12-25,Timon - MA,-5.1069159,-42.8241683
MA,22/12/2025 - Aniversário da cidade,Aniversário da cidade,,2025-12-22,Timon - MA,-5.1069159,-42.8241683
MA,08/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-08,Timon - MA,-5.1069159,-42.8241683
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Timon - MA,-5.1069159,-42.8241683
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Timon - MA,-5.1069159,-42.8241683
MA,15/10/2025 - Homenagem à N. S.do Rosário de Fátima,Homenagem à N. S.do Rosário de Fátima,,2025-10-15,Timon - MA,-5.1069159,-42.8241683
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Timon - MA,-5.1069159,-42.8241683
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Timon - MA,-5.1069159,-42.8241683
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Timon - MA,-5.1069159,-42.8241683
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Timon - MA,-5.1069159,-42.8241683
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Timon - MA,-5.1069159,-42.8241683
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Timon - MA,-5.1069159,-42.8241683
MA,"19/03/2025 - Homenagem a São José, Padroeiro do Município","Homenagem a São José, Padroeiro do Município",,2025-03-19,Timon - MA,-5.1069159,-42.8241683
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Timon - MA,-5.1069159,-42.8241683
MA,25/12/2025 - Natal,Natal,,2025-12-25,Trizidela do Vale - MA,-4.5694816,-44.6144214
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Trizidela do Vale - MA,-4.5694816,-44.6144214
MA,11/11/2025 - Feriado Municipal,Feriado Municipal,,2025-11-11,Trizidela do Vale - MA,-4.5694816,-44.6144214
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Trizidela do Vale - MA,-4.5694816,-44.6144214
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Trizidela do Vale - MA,-4.5694816,-44.6144214
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Trizidela do Vale - MA,-4.5694816,-44.6144214
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Trizidela do Vale - MA,-4.5694816,-44.6144214
MA,13/06/2025 - Dia de Santo Antônio,Dia de Santo Antônio,,2025-06-13,Trizidela do Vale - MA,-4.5694816,-44.6144214
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Trizidela do Vale - MA,-4.5694816,-44.6144214
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Trizidela do Vale - MA,-4.5694816,-44.6144214
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Trizidela do Vale - MA,-4.5694816,-44.6144214
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Trizidela do Vale - MA,-4.5694816,-44.6144214
MA,25/12/2025 - Natal,Natal,,2025-12-25,Tuntum - MA,-5.2630885,-44.6448502
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Tuntum - MA,-5.2630885,-44.6448502
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Tuntum - MA,-5.2630885,-44.6448502
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Tuntum - MA,-5.2630885,-44.6448502
MA,12/09/2025 - Feriado Municipal,Feriado Municipal,,2025-09-12,Tuntum - MA,-5.2630885,-44.6448502
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Tuntum - MA,-5.2630885,-44.6448502
MA,31/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-31,Tuntum - MA,-5.2630885,-44.6448502
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Tuntum - MA,-5.2630885,-44.6448502
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Tuntum - MA,-5.2630885,-44.6448502
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Tuntum - MA,-5.2630885,-44.6448502
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Tuntum - MA,-5.2630885,-44.6448502
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Tuntum - MA,-5.2630885,-44.6448502
MA,25/12/2025 - Natal,Natal,,2025-12-25,Urbano Santos - MA,-4.2561849,-43.9382067
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Urbano Santos - MA,-4.2561849,-43.9382067
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Urbano Santos - MA,-4.2561849,-43.9382067
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Urbano Santos - MA,-4.2561849,-43.9382067
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Urbano Santos - MA,-4.2561849,-43.9382067
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Urbano Santos - MA,-4.2561849,-43.9382067
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Urbano Santos - MA,-4.2561849,-43.9382067
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Urbano Santos - MA,-4.2561849,-43.9382067
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Urbano Santos - MA,-4.2561849,-43.9382067
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Urbano Santos - MA,-4.2561849,-43.9382067
MA,25/12/2025 - Natal,Natal,,2025-12-25,Vargem Grande - MA,-3.5440474,-43.9170612
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Vargem Grande - MA,-3.5440474,-43.9170612
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Vargem Grande - MA,-3.5440474,-43.9170612
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Vargem Grande - MA,-3.5440474,-43.9170612
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Vargem Grande - MA,-3.5440474,-43.9170612
MA,31/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-31,Vargem Grande - MA,-3.5440474,-43.9170612
MA,22/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-22,Vargem Grande - MA,-3.5440474,-43.9170612
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Vargem Grande - MA,-3.5440474,-43.9170612
MA,29/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-29,Vargem Grande - MA,-3.5440474,-43.9170612
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Vargem Grande - MA,-3.5440474,-43.9170612
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Vargem Grande - MA,-3.5440474,-43.9170612
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Vargem Grande - MA,-3.5440474,-43.9170612
MA,29/03/2025 - Feriado Municipal,Feriado Municipal,,2025-03-29,Vargem Grande - MA,-3.5440474,-43.9170612
MA,20/01/2025 - Feriado Municipal,Feriado Municipal,,2025-01-20,Vargem Grande - MA,-3.5440474,-43.9170612
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Vargem Grande - MA,-3.5440474,-43.9170612
MA,25/12/2025 - Natal,Natal,,2025-12-25,Viana - MA,-3.2099341,-45.0002456
MA,08/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-08,Viana - MA,-3.2099341,-45.0002456
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Viana - MA,-3.2099341,-45.0002456
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Viana - MA,-3.2099341,-45.0002456
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Viana - MA,-3.2099341,-45.0002456
MA,08/09/2025 - Feriado Municipal,Feriado Municipal,,2025-09-08,Viana - MA,-3.2099341,-45.0002456
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Viana - MA,-3.2099341,-45.0002456
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Viana - MA,-3.2099341,-45.0002456
MA,08/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-08,Viana - MA,-3.2099341,-45.0002456
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Viana - MA,-3.2099341,-45.0002456
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Viana - MA,-3.2099341,-45.0002456
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Viana - MA,-3.2099341,-45.0002456
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Viana - MA,-3.2099341,-45.0002456
MA,25/12/2025 - Natal,Natal,,2025-12-25,Santa Rita - MA,-3.1450402,-44.3263821
MA,02/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-02,Santa Rita - MA,-3.1450402,-44.3263821
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Santa Rita - MA,-3.1450402,-44.3263821
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Santa Rita - MA,-3.1450402,-44.3263821
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Santa Rita - MA,-3.1450402,-44.3263821
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Santa Rita - MA,-3.1450402,-44.3263821
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Santa Rita - MA,-3.1450402,-44.3263821
MA,29/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-29,Santa Rita - MA,-3.1450402,-44.3263821
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Santa Rita - MA,-3.1450402,-44.3263821
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Santa Rita - MA,-3.1450402,-44.3263821
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Santa Rita - MA,-3.1450402,-44.3263821
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Santa Rita - MA,-3.1450402,-44.3263821
MA,25/12/2025 - Natal,Natal,,2025-12-25,Estreito - MA,-6.5772821,-47.4444666
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Estreito - MA,-6.5772821,-47.4444666
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Estreito - MA,-6.5772821,-47.4444666
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Estreito - MA,-6.5772821,-47.4444666
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Estreito - MA,-6.5772821,-47.4444666
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Estreito - MA,-6.5772821,-47.4444666
MA,16/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-16,Estreito - MA,-6.5772821,-47.4444666
MA,12/05/2025 - Feriado Municipal,Feriado Municipal,,2025-05-12,Estreito - MA,-6.5772821,-47.4444666
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Estreito - MA,-6.5772821,-47.4444666
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Estreito - MA,-6.5772821,-47.4444666
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Estreito - MA,-6.5772821,-47.4444666
MA,20/01/2025 - Feriado Municipal,Feriado Municipal,,2025-01-20,Estreito - MA,-6.5772821,-47.4444666
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Estreito - MA,-6.5772821,-47.4444666
MA,25/12/2025 - Natal,Natal,,2025-12-25,Caxias - MA,-5.5154524,-47.4642658
MA,08/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-08,Caxias - MA,-5.5154524,-47.4642658
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Caxias - MA,-5.5154524,-47.4642658
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Caxias - MA,-5.5154524,-47.4642658
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Caxias - MA,-5.5154524,-47.4642658
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Caxias - MA,-5.5154524,-47.4642658
MA,01/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-01,Caxias - MA,-5.5154524,-47.4642658
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Caxias - MA,-5.5154524,-47.4642658
MA,29/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-29,Caxias - MA,-5.5154524,-47.4642658
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Caxias - MA,-5.5154524,-47.4642658
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Caxias - MA,-5.5154524,-47.4642658
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Caxias - MA,-5.5154524,-47.4642658
MA,19/03/2025 - São José,São José,,2025-03-19,Caxias - MA,-5.5154524,-47.4642658
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Caxias - MA,-5.5154524,-47.4642658
MA,25/12/2025 - Natal,Natal,,2025-12-25,Carutapera - MA,-1.2016638,-46.0205618
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Carutapera - MA,-1.2016638,-46.0205618
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Carutapera - MA,-1.2016638,-46.0205618
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Carutapera - MA,-1.2016638,-46.0205618
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Carutapera - MA,-1.2016638,-46.0205618
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Carutapera - MA,-1.2016638,-46.0205618
MA,03/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-03,Carutapera - MA,-1.2016638,-46.0205618
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Carutapera - MA,-1.2016638,-46.0205618
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Carutapera - MA,-1.2016638,-46.0205618
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Carutapera - MA,-1.2016638,-46.0205618
MA,20/01/2025 - Feriado Municipal,Feriado Municipal,,2025-01-20,Carutapera - MA,-1.2016638,-46.0205618
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Carutapera - MA,-1.2016638,-46.0205618
MA,25/12/2025 - Natal,Natal,,2025-12-25,Carolina - MA,-7.3313437,-47.4738762
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Carolina - MA,-7.3313437,-47.4738762
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Carolina - MA,-7.3313437,-47.4738762
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Carolina - MA,-7.3313437,-47.4738762
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Carolina - MA,-7.3313437,-47.4738762
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Carolina - MA,-7.3313437,-47.4738762
MA,08/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-08,Carolina - MA,-7.3313437,-47.4738762
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Carolina - MA,-7.3313437,-47.4738762
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Carolina - MA,-7.3313437,-47.4738762
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Carolina - MA,-7.3313437,-47.4738762
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Carolina - MA,-7.3313437,-47.4738762
MA,25/12/2025 - Natal,Natal,,2025-12-25,Capinzal do Norte - MA,-4.7304006,-44.3249063
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Capinzal do Norte - MA,-4.7304006,-44.3249063
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Capinzal do Norte - MA,-4.7304006,-44.3249063
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Capinzal do Norte - MA,-4.7304006,-44.3249063
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Capinzal do Norte - MA,-4.7304006,-44.3249063
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Capinzal do Norte - MA,-4.7304006,-44.3249063
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Capinzal do Norte - MA,-4.7304006,-44.3249063
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Capinzal do Norte - MA,-4.7304006,-44.3249063
MA,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Capinzal do Norte - MA,-4.7304006,-44.3249063
MA,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Capinzal do Norte - MA,-4.7304006,-44.3249063
MA,25/12/2025 - Natal,Natal,,2025-12-25,Cantanhede - MA,-3.6355005,-44.3778738
MA,08/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-08,Cantanhede - MA,-3.6355005,-44.3778738
MA,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Cantanhede - MA,-3.6355005,-44.3778738
MA,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Cantanhede - MA,-3.6355005,-44.3778738
MA,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Cantanhede - MA,-3.6355005,-44.3778738
MA,24/09/2025 - Feriado Municipal,Feriado Municipal,,2025-09-24,Cantanhede - MA,-3.6355005,-44.3778738
MA,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Cantanhede - MA,-3.6355005,-44.3778738
MA,28/07/2025 - Adesão ao Império Brasileiro,Adesão ao Império Brasileiro,,2025-07-28,Cantanhede - MA,-3.6355005,-44.3778738
MA,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Cantanhede - MA,-3.6355005,-44.3778738
MA,22/04/2025 - Feriado Municipal,Feriado Municipal,,2025-04-22,Cantanhede - MA,-3.6355005,-44.3778738
MA,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Cantanhede - MA,-3.6355005,-44.3778738
